



L1_CACHE_SIZE:32 , L2_CACHE_SIZE:32 	(T:8,IN:0,BO:0)	(T:8,IN:0,BO:0)
================================

MODIFY	:  202	 	 TAG: 11001010(202)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:768 
READ	:   28	 	 TAG: 00011100( 28)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:767 
WRITE	:   15	 	 TAG: 00001111( 15)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:21 	AGE:766 
READ	:  214	 	 TAG: 11010110(214)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:765 
WRITE	:   80	 	 TAG: 01010000( 80)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:21 	AGE:764 
READ	:    8	 	 TAG: 00001000(  8)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:763 
MODIFY	:  151	 	 TAG: 10010111(151)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:762 
MODIFY	:   85	 	 TAG: 01010101( 85)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:761 
MODIFY	:  154	 	 TAG: 10011010(154)			MISS:	CAPACITY	REPLACE:(172)		CYCLES:10 	AGE:589 
MODIFY	:  209	 	 TAG: 11010001(209)			MISS:	CAPACITY	REPLACE:(199)		CYCLES:10 	AGE:588 
READ	:   48	 	 TAG: 00110000( 48)			MISS:	CAPACITY	REPLACE:(224)		CYCLES:10 	AGE:587 
READ	:  244	 	 TAG: 11110100(244)			MISS:	CAPACITY	REPLACE:( 62)		CYCLES:10 	AGE:586 
WRITE	:  198	 	 TAG: 11000110(198)			MISS:	CAPACITY	REPLACE:(221)		CYCLES:21 	AGE:585 
READ	:   22	 	 TAG: 00010110( 22)			MISS:	CAPACITY	REPLACE:( 87)		CYCLES:10 	AGE:584 
READ	:   31	 	 TAG: 00011111( 31)			MISS:	CAPACITY	REPLACE:( 49)		CYCLES:10 	AGE:583 
READ	:  183	 	 TAG: 10110111(183)			MISS:	CAPACITY	REPLACE:(233)		CYCLES:10 	AGE:582 
WRITE	:  167	 	 TAG: 10100111(167)			MISS:	CAPACITY	REPLACE:(201)		CYCLES:21 	AGE:581 
WRITE	:  110	 	 TAG: 01101110(110)			MISS:	CAPACITY	REPLACE:( 41)		CYCLES:21 	AGE:580 
WRITE	:  149	 	 TAG: 10010101(149)			MISS:	CAPACITY	REPLACE:( 99)		CYCLES:21 	AGE:579 
READ	:   48	 	 TAG: 00110000( 48)			HIT										CYCLES:1 	AGE:587 
READ	:  222	 	 TAG: 11011110(222)			MISS:	CAPACITY	REPLACE:( 26)		CYCLES:10 	AGE:577 
MODIFY	:   82	 	 TAG: 01010010( 82)			MISS:	CAPACITY	REPLACE:( 70)		CYCLES:10 	AGE:576 
MODIFY	:  170	 	 TAG: 10101010(170)			MISS:	CAPACITY	REPLACE:(159)		CYCLES:10 	AGE:575 
MODIFY	:   19	 	 TAG: 00010011( 19)			MISS:	CAPACITY	REPLACE:(120)		CYCLES:10 	AGE:574 
WRITE	:   82	 	 TAG: 01010010( 82)			HIT										CYCLES:5 	AGE:573 
MODIFY	:  199	 	 TAG: 11000111(199)			MISS:	CAPACITY	REPLACE:(155)		CYCLES:10 	AGE:572 
READ	:  140	 	 TAG: 10001100(140)			HIT										CYCLES:1 	AGE:630 
READ	:  252	 	 TAG: 11111100(252)			MISS:	CAPACITY	REPLACE:(  5)		CYCLES:10 	AGE:570 
WRITE	:   88	 	 TAG: 01011000( 88)			MISS:	CAPACITY	REPLACE:(208)		CYCLES:21 	AGE:569 
WRITE	:   19	 	 TAG: 00010011( 19)			HIT										CYCLES:5 	AGE:568 
MODIFY	:  180	 	 TAG: 10110100(180)			MISS:	CAPACITY	REPLACE:(119)		CYCLES:10 	AGE:567 
MODIFY	:  179	 	 TAG: 10110011(179)			MISS:	CAPACITY	REPLACE:(137)		CYCLES:10 	AGE:566 
READ	:   97	 	 TAG: 01100001( 97)			MISS:	CAPACITY	REPLACE:(168)		CYCLES:10 	AGE:565 
MODIFY	:  225	 	 TAG: 11100001(225)			MISS:	CAPACITY	REPLACE:( 28)		CYCLES:10 	AGE:564 
READ	:  244	 	 TAG: 11110100(244)			HIT										CYCLES:1 	AGE:586 
WRITE	:    2	 	 TAG: 00000010(  2)			MISS:	CAPACITY	REPLACE:(134)		CYCLES:21 	AGE:562 
WRITE	:  161	 	 TAG: 10100001(161)			MISS:	CAPACITY	REPLACE:( 17)		CYCLES:21 	AGE:561 
READ	:  154	 	 TAG: 10011010(154)			HIT										CYCLES:1 	AGE:589 
WRITE	:   99	 	 TAG: 01100011( 99)			MISS:	CAPACITY	REPLACE:(205)		CYCLES:21 	AGE:559 
READ	:   65	 	 TAG: 01000001( 65)			MISS:	CAPACITY	REPLACE:( 37)		CYCLES:10 	AGE:558 
READ	:  220	 	 TAG: 11011100(220)			MISS:	CAPACITY	REPLACE:( 86)		CYCLES:10 	AGE:557 
MODIFY	:  212	 	 TAG: 11010100(212)			MISS:	CAPACITY	REPLACE:( 34)		CYCLES:10 	AGE:556 
WRITE	:   43	 	 TAG: 00101011( 43)			MISS:	CAPACITY	REPLACE:( 27)		CYCLES:21 	AGE:555 
MODIFY	:   76	 	 TAG: 01001100( 76)			MISS:	CAPACITY	REPLACE:(229)		CYCLES:10 	AGE:554 
WRITE	:   28	 	 TAG: 00011100( 28)			MISS:	CAPACITY	REPLACE:(245)		CYCLES:21 	AGE:553 
MODIFY	:  212	 	 TAG: 11010100(212)			HIT										CYCLES:1 	AGE:556 
WRITE	:   56	 	 TAG: 00111000( 56)			HIT										CYCLES:5 	AGE:551 
WRITE	:   10	 	 TAG: 00001010( 10)			HIT										CYCLES:5 	AGE:550 
READ	:  221	 	 TAG: 11011101(221)			MISS:	CAPACITY	REPLACE:( 80)		CYCLES:10 	AGE:549 
MODIFY	:  139	 	 TAG: 10001011(139)			MISS:	CAPACITY	REPLACE:(107)		CYCLES:10 	AGE:548 
WRITE	:  181	 	 TAG: 10110101(181)			HIT										CYCLES:5 	AGE:547 
MODIFY	:   46	 	 TAG: 00101110( 46)			MISS:	CAPACITY	REPLACE:(140)		CYCLES:10 	AGE:546 
READ	:   44	 	 TAG: 00101100( 44)			HIT										CYCLES:1 	AGE:600 
WRITE	:  159	 	 TAG: 10011111(159)			MISS:	CAPACITY	REPLACE:(171)		CYCLES:21 	AGE:544 
WRITE	:   67	 	 TAG: 01000011( 67)			MISS:	CAPACITY	REPLACE:(131)		CYCLES:21 	AGE:543 
WRITE	:  156	 	 TAG: 10011100(156)			MISS:	CAPACITY	REPLACE:( 30)		CYCLES:21 	AGE:542 
READ	:   17	 	 TAG: 00010001( 17)			MISS:	CAPACITY	REPLACE:(163)		CYCLES:10 	AGE:541 
READ	:  180	 	 TAG: 10110100(180)			HIT										CYCLES:1 	AGE:567 
MODIFY	:  245	 	 TAG: 11110101(245)			MISS:	CAPACITY	REPLACE:(135)		CYCLES:10 	AGE:539 
MODIFY	:  140	 	 TAG: 10001100(140)			MISS:	CAPACITY	REPLACE:( 89)		CYCLES:10 	AGE:538 
READ	:   96	 	 TAG: 01100000( 96)			MISS:	CAPACITY	REPLACE:( 55)		CYCLES:10 	AGE:537 
MODIFY	:  122	 	 TAG: 01111010(122)			MISS:	CAPACITY	REPLACE:(150)		CYCLES:10 	AGE:536 
MODIFY	:   97	 	 TAG: 01100001( 97)			HIT										CYCLES:1 	AGE:565 
READ	:  111	 	 TAG: 01101111(111)			MISS:	CAPACITY	REPLACE:( 25)		CYCLES:10 	AGE:534 
MODIFY	:    1	 	 TAG: 00000001(  1)			MISS:	CAPACITY	REPLACE:(  7)		CYCLES:10 	AGE:533 
WRITE	:   13	 	 TAG: 00001101( 13)			MISS:	CAPACITY	REPLACE:(184)		CYCLES:21 	AGE:532 
READ	:  148	 	 TAG: 10010100(148)			MISS:	CAPACITY	REPLACE:( 42)		CYCLES:10 	AGE:531 
READ	:  232	 	 TAG: 11101000(232)			HIT										CYCLES:1 	AGE:601 
WRITE	:  107	 	 TAG: 01101011(107)			MISS:	CAPACITY	REPLACE:( 40)		CYCLES:21 	AGE:529 
MODIFY	:  231	 	 TAG: 11100111(231)			MISS:	CAPACITY	REPLACE:( 50)		CYCLES:10 	AGE:528 
READ	:   90	 	 TAG: 01011010( 90)			MISS:	CAPACITY	REPLACE:(226)		CYCLES:10 	AGE:527 
READ	:  236	 	 TAG: 11101100(236)			MISS:	CAPACITY	REPLACE:(243)		CYCLES:10 	AGE:526 
WRITE	:  115	 	 TAG: 01110011(115)			MISS:	CAPACITY	REPLACE:(232)		CYCLES:21 	AGE:525 
MODIFY	:   82	 	 TAG: 01010010( 82)			HIT										CYCLES:1 	AGE:573 
WRITE	:  203	 	 TAG: 11001011(203)			MISS:	CAPACITY	REPLACE:( 44)		CYCLES:21 	AGE:523 
MODIFY	:    1	 	 TAG: 00000001(  1)			HIT										CYCLES:1 	AGE:533 
MODIFY	:  238	 	 TAG: 11101110(238)			MISS:	CAPACITY	REPLACE:(246)		CYCLES:10 	AGE:521 
WRITE	:   46	 	 TAG: 00101110( 46)			HIT										CYCLES:5 	AGE:520 
READ	:  124	 	 TAG: 01111100(124)			MISS:	CAPACITY	REPLACE:(132)		CYCLES:10 	AGE:519 
READ	:  132	 	 TAG: 10000100(132)			L2_HIT									CYCLES:3 	AGE:596 
MODIFY	:  214	 	 TAG: 11010110(214)			MISS:	CAPACITY	REPLACE:(211)		CYCLES:10 	AGE:517 
READ	:   96	 	 TAG: 01100000( 96)			HIT										CYCLES:1 	AGE:537 
WRITE	:   74	 	 TAG: 01001010( 74)			MISS:	CAPACITY	REPLACE:( 45)		CYCLES:21 	AGE:515 
READ	:  244	 	 TAG: 11110100(244)			HIT										CYCLES:1 	AGE:586 
WRITE	:   72	 	 TAG: 01001000( 72)			MISS:	CAPACITY	REPLACE:(143)		CYCLES:21 	AGE:513 
MODIFY	:   52	 	 TAG: 00110100( 52)			MISS:	CAPACITY	REPLACE:(165)		CYCLES:10 	AGE:512 
WRITE	:   84	 	 TAG: 01010100( 84)			MISS:	CAPACITY	REPLACE:(158)		CYCLES:21 	AGE:511 
READ	:  197	 	 TAG: 11000101(197)			MISS:	CAPACITY	REPLACE:(121)		CYCLES:10 	AGE:510 
WRITE	:  160	 	 TAG: 10100000(160)			MISS:	CAPACITY	REPLACE:( 66)		CYCLES:21 	AGE:509 
WRITE	:  136	 	 TAG: 10001000(136)			MISS:	CAPACITY	REPLACE:(154)		CYCLES:21 	AGE:508 
WRITE	:  142	 	 TAG: 10001110(142)			MISS:	CAPACITY	REPLACE:(209)		CYCLES:21 	AGE:507 
READ	:  119	 	 TAG: 01110111(119)			MISS:	CAPACITY	REPLACE:( 48)		CYCLES:10 	AGE:506 
READ	:  141	 	 TAG: 10001101(141)			MISS:	CAPACITY	REPLACE:(244)		CYCLES:10 	AGE:505 
MODIFY	:  201	 	 TAG: 11001001(201)			MISS:	CAPACITY	REPLACE:(198)		CYCLES:10 	AGE:504 
READ	:  213	 	 TAG: 11010101(213)			MISS:	CAPACITY	REPLACE:( 22)		CYCLES:10 	AGE:503 
WRITE	:  207	 	 TAG: 11001111(207)			MISS:	CAPACITY	REPLACE:( 31)		CYCLES:21 	AGE:502 
MODIFY	:  140	 	 TAG: 10001100(140)			HIT										CYCLES:1 	AGE:538 
READ	:  227	 	 TAG: 11100011(227)			MISS:	CAPACITY	REPLACE:(183)		CYCLES:10 	AGE:500 
WRITE	:  231	 	 TAG: 11100111(231)			HIT										CYCLES:5 	AGE:499 
READ	:  124	 	 TAG: 01111100(124)			HIT										CYCLES:1 	AGE:519 
MODIFY	:  200	 	 TAG: 11001000(200)			MISS:	CAPACITY	REPLACE:(167)		CYCLES:10 	AGE:497 
WRITE	:  123	 	 TAG: 01111011(123)			MISS:	CAPACITY	REPLACE:(110)		CYCLES:21 	AGE:496 
READ	:  158	 	 TAG: 10011110(158)			MISS:	CAPACITY	REPLACE:(149)		CYCLES:10 	AGE:495 
MODIFY	:  217	 	 TAG: 11011001(217)			MISS:	CAPACITY	REPLACE:(222)		CYCLES:10 	AGE:494 
READ	:  123	 	 TAG: 01111011(123)			HIT										CYCLES:1 	AGE:496 
READ	:  167	 	 TAG: 10100111(167)			MISS:	CAPACITY	REPLACE:(170)		CYCLES:10 	AGE:492 
READ	:  123	 	 TAG: 01111011(123)			HIT										CYCLES:1 	AGE:496 
READ	:  240	 	 TAG: 11110000(240)			MISS:	CAPACITY	REPLACE:( 82)		CYCLES:10 	AGE:490 
MODIFY	:   88	 	 TAG: 01011000( 88)			HIT										CYCLES:1 	AGE:569 
MODIFY	:  103	 	 TAG: 01100111(103)			MISS:	CAPACITY	REPLACE:(199)		CYCLES:10 	AGE:488 
READ	:   14	 	 TAG: 00001110( 14)			MISS:	CAPACITY	REPLACE:(252)		CYCLES:10 	AGE:487 
READ	:  242	 	 TAG: 11110010(242)			MISS:	CAPACITY	REPLACE:( 88)		CYCLES:10 	AGE:486 
MODIFY	:  238	 	 TAG: 11101110(238)			HIT										CYCLES:1 	AGE:521 
READ	:  216	 	 TAG: 11011000(216)			MISS:	CAPACITY	REPLACE:( 19)		CYCLES:10 	AGE:484 
READ	:   24	 	 TAG: 00011000( 24)			MISS:	CAPACITY	REPLACE:(180)		CYCLES:10 	AGE:483 
MODIFY	:   70	 	 TAG: 01000110( 70)			MISS:	CAPACITY	REPLACE:(179)		CYCLES:10 	AGE:482 
WRITE	:  217	 	 TAG: 11011001(217)			HIT										CYCLES:5 	AGE:481 
READ	:  201	 	 TAG: 11001001(201)			HIT										CYCLES:1 	AGE:504 
READ	:  234	 	 TAG: 11101010(234)			MISS:	CAPACITY	REPLACE:( 97)		CYCLES:10 	AGE:479 
MODIFY	:  141	 	 TAG: 10001101(141)			HIT										CYCLES:1 	AGE:505 
MODIFY	:   94	 	 TAG: 01011110( 94)			MISS:	CAPACITY	REPLACE:(225)		CYCLES:10 	AGE:477 
WRITE	:   18	 	 TAG: 00010010( 18)			MISS:	CAPACITY	REPLACE:(  2)		CYCLES:21 	AGE:476 
WRITE	:   21	 	 TAG: 00010101( 21)			MISS:	CAPACITY	REPLACE:(161)		CYCLES:21 	AGE:475 
READ	:  101	 	 TAG: 01100101(101)			MISS:	CAPACITY	REPLACE:( 99)		CYCLES:10 	AGE:474 
MODIFY	:  212	 	 TAG: 11010100(212)			HIT										CYCLES:1 	AGE:556 
WRITE	:  142	 	 TAG: 10001110(142)			HIT										CYCLES:5 	AGE:472 
WRITE	:  153	 	 TAG: 10011001(153)			MISS:	CAPACITY	REPLACE:( 65)		CYCLES:21 	AGE:471 
READ	:   61	 	 TAG: 00111101( 61)			MISS:	CAPACITY	REPLACE:(220)		CYCLES:10 	AGE:470 
READ	:  204	 	 TAG: 11001100(204)			MISS:	CAPACITY	REPLACE:(212)		CYCLES:10 	AGE:469 
READ	:  239	 	 TAG: 11101111(239)			MISS:	CAPACITY	REPLACE:( 43)		CYCLES:10 	AGE:468 
MODIFY	:   55	 	 TAG: 00110111( 55)			MISS:	CAPACITY	REPLACE:( 76)		CYCLES:10 	AGE:467 
READ	:  158	 	 TAG: 10011110(158)			HIT										CYCLES:1 	AGE:495 
WRITE	:  177	 	 TAG: 10110001(177)			MISS:	CAPACITY	REPLACE:( 28)		CYCLES:21 	AGE:465 
WRITE	:  175	 	 TAG: 10101111(175)			MISS:	CAPACITY	REPLACE:( 56)		CYCLES:21 	AGE:464 
MODIFY	:  242	 	 TAG: 11110010(242)			HIT										CYCLES:1 	AGE:486 
WRITE	:   49	 	 TAG: 00110001( 49)			MISS:	CAPACITY	REPLACE:( 10)		CYCLES:21 	AGE:462 
WRITE	:   45	 	 TAG: 00101101( 45)			MISS:	CAPACITY	REPLACE:(221)		CYCLES:21 	AGE:461 
READ	:  210	 	 TAG: 11010010(210)			MISS:	CAPACITY	REPLACE:(139)		CYCLES:10 	AGE:460 
READ	:   26	 	 TAG: 00011010( 26)			MISS:	CAPACITY	REPLACE:(181)		CYCLES:10 	AGE:459 
READ	:  182	 	 TAG: 10110110(182)			MISS:	CAPACITY	REPLACE:(159)		CYCLES:10 	AGE:458 
WRITE	:   85	 	 TAG: 01010101( 85)			MISS:	CAPACITY	REPLACE:( 67)		CYCLES:21 	AGE:457 
MODIFY	:   11	 	 TAG: 00001011( 11)			MISS:	CAPACITY	REPLACE:(156)		CYCLES:10 	AGE:456 
READ	:  107	 	 TAG: 01101011(107)			HIT										CYCLES:1 	AGE:529 
WRITE	:  117	 	 TAG: 01110101(117)			MISS:	CAPACITY	REPLACE:( 17)		CYCLES:21 	AGE:454 
READ	:   76	 	 TAG: 01001100( 76)			MISS:	CAPACITY	REPLACE:(245)		CYCLES:10 	AGE:453 
MODIFY	:  225	 	 TAG: 11100001(225)			MISS:	CAPACITY	REPLACE:(140)		CYCLES:10 	AGE:452 
WRITE	:   76	 	 TAG: 01001100( 76)			HIT										CYCLES:5 	AGE:451 
READ	:  232	 	 TAG: 11101000(232)			MISS:	CAPACITY	REPLACE:( 96)		CYCLES:10 	AGE:450 
READ	:   63	 	 TAG: 00111111( 63)			MISS:	CAPACITY	REPLACE:(122)		CYCLES:10 	AGE:449 
MODIFY	:   78	 	 TAG: 01001110( 78)			MISS:	CAPACITY	REPLACE:(111)		CYCLES:10 	AGE:448 
MODIFY	:  167	 	 TAG: 10100111(167)			HIT										CYCLES:1 	AGE:492 
MODIFY	:  100	 	 TAG: 01100100(100)			MISS:	CAPACITY	REPLACE:(  1)		CYCLES:10 	AGE:446 
READ	:    3	 	 TAG: 00000011(  3)			MISS:	CAPACITY	REPLACE:( 13)		CYCLES:10 	AGE:445 
MODIFY	:   62	 	 TAG: 00111110( 62)			MISS:	CAPACITY	REPLACE:(148)		CYCLES:10 	AGE:444 
WRITE	:   46	 	 TAG: 00101110( 46)			HIT										CYCLES:5 	AGE:443 
READ	:  184	 	 TAG: 10111000(184)			MISS:	CAPACITY	REPLACE:(107)		CYCLES:10 	AGE:442 
WRITE	:  162	 	 TAG: 10100010(162)			MISS:	CAPACITY	REPLACE:( 90)		CYCLES:21 	AGE:441 
WRITE	:   76	 	 TAG: 01001100( 76)			HIT										CYCLES:5 	AGE:440 
MODIFY	:   33	 	 TAG: 00100001( 33)			MISS:	CAPACITY	REPLACE:(236)		CYCLES:10 	AGE:439 
MODIFY	:  126	 	 TAG: 01111110(126)			MISS:	CAPACITY	REPLACE:(115)		CYCLES:10 	AGE:438 
MODIFY	:   86	 	 TAG: 01010110( 86)			MISS:	CAPACITY	REPLACE:(203)		CYCLES:10 	AGE:437 
MODIFY	:   38	 	 TAG: 00100110( 38)			MISS:	CAPACITY	REPLACE:(238)		CYCLES:10 	AGE:436 
READ	:  209	 	 TAG: 11010001(209)			MISS:	CAPACITY	REPLACE:(124)		CYCLES:10 	AGE:435 
WRITE	:  213	 	 TAG: 11010101(213)			HIT										CYCLES:5 	AGE:434 
READ	:  214	 	 TAG: 11010110(214)			HIT										CYCLES:1 	AGE:517 
WRITE	:   88	 	 TAG: 01011000( 88)			MISS:	CAPACITY	REPLACE:(214)		CYCLES:21 	AGE:432 
MODIFY	:   94	 	 TAG: 01011110( 94)			HIT										CYCLES:1 	AGE:477 
MODIFY	:    9	 	 TAG: 00001001(  9)			MISS:	CAPACITY	REPLACE:( 74)		CYCLES:10 	AGE:430 
MODIFY	:  105	 	 TAG: 01101001(105)			MISS:	CAPACITY	REPLACE:( 72)		CYCLES:10 	AGE:429 
MODIFY	:   74	 	 TAG: 01001010( 74)			L2_HIT									CYCLES:3 	AGE:512 
READ	:  211	 	 TAG: 11010011(211)			MISS:	CAPACITY	REPLACE:( 52)		CYCLES:10 	AGE:427 
MODIFY	:  196	 	 TAG: 11000100(196)			MISS:	CAPACITY	REPLACE:( 84)		CYCLES:10 	AGE:426 
MODIFY	:  152	 	 TAG: 10011000(152)			MISS:	CAPACITY	REPLACE:(197)		CYCLES:10 	AGE:425 
READ	:  248	 	 TAG: 11111000(248)			MISS:	CAPACITY	REPLACE:(160)		CYCLES:10 	AGE:424 
MODIFY	:  205	 	 TAG: 11001101(205)			MISS:	CAPACITY	REPLACE:(136)		CYCLES:10 	AGE:423 
WRITE	:   10	 	 TAG: 00001010( 10)			MISS:	CAPACITY	REPLACE:(119)		CYCLES:21 	AGE:422 
READ	:   76	 	 TAG: 01001100( 76)			HIT										CYCLES:1 	AGE:440 
READ	:  191	 	 TAG: 10111111(191)			MISS:	CAPACITY	REPLACE:(141)		CYCLES:10 	AGE:420 
WRITE	:   38	 	 TAG: 00100110( 38)			HIT										CYCLES:5 	AGE:419 
READ	:  103	 	 TAG: 01100111(103)			HIT										CYCLES:1 	AGE:488 
MODIFY	:   53	 	 TAG: 00110101( 53)			MISS:	CAPACITY	REPLACE:(201)		CYCLES:10 	AGE:417 
WRITE	:  136	 	 TAG: 10001000(136)			VICTIM_HIT								CYCLES:20 	AGE:502 
MODIFY	:   19	 	 TAG: 00010011( 19)			MISS:	CAPACITY	REPLACE:(207)		CYCLES:10 	AGE:415 
WRITE	:  251	 	 TAG: 11111011(251)			MISS:	CAPACITY	REPLACE:(227)		CYCLES:21 	AGE:414 
WRITE	:  176	 	 TAG: 10110000(176)			MISS:	CAPACITY	REPLACE:(231)		CYCLES:21 	AGE:413 
MODIFY	:   33	 	 TAG: 00100001( 33)			HIT										CYCLES:1 	AGE:439 
WRITE	:   57	 	 TAG: 00111001( 57)			MISS:	CAPACITY	REPLACE:(200)		CYCLES:21 	AGE:411 
READ	:   30	 	 TAG: 00011110( 30)			MISS:	CAPACITY	REPLACE:(123)		CYCLES:10 	AGE:410 
READ	:    7	 	 TAG: 00000111(  7)			MISS:	CAPACITY	REPLACE:(158)		CYCLES:10 	AGE:409 
READ	:  245	 	 TAG: 11110101(245)			MISS:	CAPACITY	REPLACE:(167)		CYCLES:10 	AGE:408 
WRITE	:    6	 	 TAG: 00000110(  6)			MISS:	CAPACITY	REPLACE:(240)		CYCLES:21 	AGE:407 
READ	:   45	 	 TAG: 00101101( 45)			HIT										CYCLES:1 	AGE:461 
WRITE	:  169	 	 TAG: 10101001(169)			MISS:	CAPACITY	REPLACE:(103)		CYCLES:21 	AGE:405 
WRITE	:  174	 	 TAG: 10101110(174)			MISS:	CAPACITY	REPLACE:( 14)		CYCLES:21 	AGE:404 
WRITE	:  169	 	 TAG: 10101001(169)			HIT										CYCLES:5 	AGE:403 
WRITE	:  245	 	 TAG: 11110101(245)			HIT										CYCLES:5 	AGE:402 
MODIFY	:   97	 	 TAG: 01100001( 97)			MISS:	CAPACITY	REPLACE:(242)		CYCLES:10 	AGE:401 
MODIFY	:  209	 	 TAG: 11010001(209)			HIT										CYCLES:1 	AGE:435 
READ	:  208	 	 TAG: 11010000(208)			MISS:	CAPACITY	REPLACE:(216)		CYCLES:10 	AGE:399 
WRITE	:   73	 	 TAG: 01001001( 73)			MISS:	CAPACITY	REPLACE:( 24)		CYCLES:21 	AGE:398 
READ	:  107	 	 TAG: 01101011(107)			MISS:	CAPACITY	REPLACE:( 70)		CYCLES:10 	AGE:397 
READ	:  246	 	 TAG: 11110110(246)			MISS:	CAPACITY	REPLACE:(217)		CYCLES:10 	AGE:396 
WRITE	:  254	 	 TAG: 11111110(254)			MISS:	CAPACITY	REPLACE:(234)		CYCLES:21 	AGE:395 
READ	:    2	 	 TAG: 00000010(  2)			MISS:	CAPACITY	REPLACE:( 94)		CYCLES:10 	AGE:394 
MODIFY	:   89	 	 TAG: 01011001( 89)			MISS:	CAPACITY	REPLACE:( 18)		CYCLES:10 	AGE:393 
WRITE	:  108	 	 TAG: 01101100(108)			MISS:	CAPACITY	REPLACE:( 21)		CYCLES:21 	AGE:392 
MODIFY	:  108	 	 TAG: 01101100(108)			HIT										CYCLES:1 	AGE:392 
MODIFY	:  176	 	 TAG: 10110000(176)			HIT										CYCLES:1 	AGE:413 
MODIFY	:   87	 	 TAG: 01010111( 87)			MISS:	CAPACITY	REPLACE:(101)		CYCLES:10 	AGE:389 
READ	:   11	 	 TAG: 00001011( 11)			HIT										CYCLES:1 	AGE:456 
READ	:   17	 	 TAG: 00010001( 17)			MISS:	CAPACITY	REPLACE:(142)		CYCLES:10 	AGE:387 
MODIFY	:  119	 	 TAG: 01110111(119)			MISS:	CAPACITY	REPLACE:(153)		CYCLES:10 	AGE:386 
READ	:   16	 	 TAG: 00010000( 16)			MISS:	CAPACITY	REPLACE:( 61)		CYCLES:10 	AGE:385 
WRITE	:  206	 	 TAG: 11001110(206)			MISS:	CAPACITY	REPLACE:(204)		CYCLES:21 	AGE:384 
WRITE	:  194	 	 TAG: 11000010(194)			MISS:	CAPACITY	REPLACE:(239)		CYCLES:21 	AGE:383 
READ	:  254	 	 TAG: 11111110(254)			HIT										CYCLES:1 	AGE:395 
READ	:  109	 	 TAG: 01101101(109)			MISS:	CAPACITY	REPLACE:( 55)		CYCLES:10 	AGE:381 
READ	:  184	 	 TAG: 10111000(184)			HIT										CYCLES:1 	AGE:442 
WRITE	:   11	 	 TAG: 00001011( 11)			HIT										CYCLES:5 	AGE:379 
MODIFY	:  157	 	 TAG: 10011101(157)			MISS:	CAPACITY	REPLACE:(177)		CYCLES:10 	AGE:378 
READ	:   10	 	 TAG: 00001010( 10)			HIT										CYCLES:1 	AGE:422 
READ	:  142	 	 TAG: 10001110(142)			MISS:	CAPACITY	REPLACE:(175)		CYCLES:10 	AGE:376 
READ	:  163	 	 TAG: 10100011(163)			MISS:	CAPACITY	REPLACE:( 49)		CYCLES:10 	AGE:375 
READ	:  129	 	 TAG: 10000001(129)			MISS:	CAPACITY	REPLACE:( 45)		CYCLES:10 	AGE:374 
READ	:   84	 	 TAG: 01010100( 84)			MISS:	CAPACITY	REPLACE:(210)		CYCLES:10 	AGE:373 
WRITE	:  182	 	 TAG: 10110110(182)			HIT										CYCLES:5 	AGE:372 
WRITE	:   67	 	 TAG: 01000011( 67)			MISS:	CAPACITY	REPLACE:( 26)		CYCLES:21 	AGE:371 
MODIFY	:   29	 	 TAG: 00011101( 29)			MISS:	CAPACITY	REPLACE:( 85)		CYCLES:10 	AGE:370 
READ	:  199	 	 TAG: 11000111(199)			MISS:	CAPACITY	REPLACE:(117)		CYCLES:10 	AGE:369 
WRITE	:  176	 	 TAG: 10110000(176)			HIT										CYCLES:5 	AGE:368 
MODIFY	:  109	 	 TAG: 01101101(109)			HIT										CYCLES:1 	AGE:381 
MODIFY	:  102	 	 TAG: 01100110(102)			MISS:	CAPACITY	REPLACE:(225)		CYCLES:10 	AGE:366 
WRITE	:   82	 	 TAG: 01010010( 82)			MISS:	CAPACITY	REPLACE:(232)		CYCLES:21 	AGE:365 
READ	:  124	 	 TAG: 01111100(124)			MISS:	CAPACITY	REPLACE:( 63)		CYCLES:10 	AGE:364 
WRITE	:   31	 	 TAG: 00011111( 31)			MISS:	CAPACITY	REPLACE:( 78)		CYCLES:21 	AGE:363 
READ	:  212	 	 TAG: 11010100(212)			MISS:	CAPACITY	REPLACE:(100)		CYCLES:10 	AGE:362 
MODIFY	:  236	 	 TAG: 11101100(236)			MISS:	CAPACITY	REPLACE:(  3)		CYCLES:10 	AGE:361 
WRITE	:  106	 	 TAG: 01101010(106)			MISS:	CAPACITY	REPLACE:( 62)		CYCLES:21 	AGE:360 
WRITE	:  220	 	 TAG: 11011100(220)			MISS:	CAPACITY	REPLACE:( 46)		CYCLES:21 	AGE:359 
MODIFY	:  108	 	 TAG: 01101100(108)			HIT										CYCLES:1 	AGE:392 
READ	:  155	 	 TAG: 10011011(155)			MISS:	CAPACITY	REPLACE:(184)		CYCLES:10 	AGE:357 
